@RELATION BOW 

@ATTRIBUTE Text string 

@ATTRIBUTE Klase {neutral,positive,negative}
@DATA
'@bitwizards I´m Chillin in #Microsoft Commons at #CIO Summit  http://t.co/kj890KmF"',neutral
'#Niggas on here talking bout sharing one condom with his boy to run a train on the same girl only on #twitter you #nasty muthafucka"',neutral
'Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance"',negative
'How to tweet... like a #celeb ;) http://t.co/cQfsjDwB #twitter"',neutral
'@loveguru_b i miss my #twitter boo"',positive
'#google #IceCreamSandwich #Samsung #Updates #Android | ',neutral
'@theresamarosy bc #IE , like everything #Microsoft makes is junk and super prone to crashing."',negative
'RT @Free_Nuttball #fuckyoumean #Pittsburgh don´t got the best #twitter."',neutral
'I just sent my grandma a post card using my #CardsApp thanks @Apple"',positive
'Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox, Chrome). #sadmac"',negative
'@Garr_Williams isn´t this place great? ',positive
'RT @TechEd_NA: Join #Microsoft Experts in 1 hr for a live technical chat on #WindowsPhone #Mango Live Tiles http://t.co/YPzLTs50 #wpdev  ..."',neutral
'sponsors and supporters at the #ascribeconference include #microsoft #ubisys #zetes #healthinformation #connectingforhealth #emis"',neutral
'Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone"',negative
'#google #galaxynexus #icecream great"',positive
'@jacobstanton2 you´re actually #toocool for #twitter :)"',neutral
'gulp...@Apple sells 4 million iPhone 4S in 3 days - Yahoo! Finance http://t.co/Zv7DXrIA via @YahooFinance"',neutral
'Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/C0Ykfjla #google #search"',neutral
'îŒ’RT @D_SNAPS: RT @Charlielace Instead of updating your #Twitter why don´t you update your life!"',neutral
'Damn tired! .. Need some rest! Night #twitter"',neutral
'Something something qanda. Something something the world is serious #twitter"',neutral
'I hate my @apple computer.  Thats 3500 dollars down the drain."',negative
'So, what is behind that giant silver door at the @apple store? #MacLife"',neutral
'People on #Twitter n #Facebook all day, wat are you really doin wit yo life....#ImJusAskin"',neutral
'Clarence Thomas must have designed the new OSX lion, tossing decades of workflow standards, @apple bring back â€œsave asâ€?! #autoSaveSucks"',negative
'@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry"',positive
'Mashable! - Google Ice Cream Sandwich, Nexus Prime Launch [LIVE BLOG] #google #android #ice http://t.co/jtE7VuDK"',neutral
'Found out the hard way today that @webex does not work with @apple ios5 yet when you are following a link for a meeting.."',neutral
'8am dentist appointment, i really should be going to bed...#makesnomovetogetupfromcomputer #twitter"',neutral
'Creating #Pareto charts using #Microsoft #Excel http://t.co/B6rYS5gX"',neutral
'Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I´m really ... http://t.co/uf9taK8f"',negative
'#Measure your #Marketing.Get the FREE Analytics Campaign Tagger sheet for #Google #Analytics now! http://t.co/8WC3Y5kK"',neutral
'Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what´s new from Android http://t.co/rUkTyUJC"',neutral
'Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)"',positive
'@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!"',negative
'Hates facebook whores #twitter"',neutral
'RT @J_Roc616: She lovin #JohnnyVegas!! But no #Twitter"',neutral
'@cnbcfastmomey what price should I sell @apple for"',neutral
'#Microsoft´s Ballmer promises #Nokia Windows phones next week, slams #Android.  http://t.co/5DOmls5e #WP7 #WindowsPhone"',neutral
'I OUT #Twitter Till 2mar"',neutral
'Shout out to all the single mothers on #Twitter"',neutral
'RT @tomkeene Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/BPPJwncp"',positive
'@apple, #siri can´t connect to the network -- it´s LESS useful that VoiceControl now... :("',negative
'One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple)"',positive
'Google details Android 4.0 Ice Cream Sandwich, offers SDK http://t.co/66fHUs6n #Android #Google"',neutral
'#Twitter honey i don´t freaking know anymore &gt;&lt;"""',neutral
'U-Village store fits Microsoft consumer strategy http://t.co/OyGo65p1 #microsoft #Technology"',neutral
'Why didn´t @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly."',neutral
'@cloudnewsindia New Version of #Cloud InTune is Available: Posted on #Windows 7 News...#Microsoft has just..http://bit.ly/pY0hlZ"',neutral
'#Google Docs presentations get real-time collaboration, transition effects and more #SocialMedia #SMM http://t.co/ekdJXo5h"',neutral
'@jonsibley Actually, the @Apple  mouse is pretty sweet man."',positive
'#Microsoft Windows Server 2008 R2 Enterprise OEM #preisvergleich http://t.co/0jWsfMQn Bewertung softline24 #test #Microsoft"',neutral
'hey @apple do you wanna fix my fucking playlist order, you piece of shit"',negative
'@TreyRatcliff Congrats on making it to the #google #android 4.0 demo :) http://t.co/EPIv7ny5 #icecreamsandwich"',neutral
'#Android ICS is looking pretty good. Not quite sure if its worth the 4.0 numbering leap. #google"',positive
'Sorry @apple, but #iMessage will never be what #BBM is. Disappointed."',negative
'facial recognition failed #IceCreamSandwich jajajajajajaj #FacialUnlock #samsumg #Google"',negative
'Do the Creep #ahh @JokeAholic_P and @AmiraAldewick #google+dates"',neutral
'The Power of #Twitter http://t.co/wtVvZ8G4"',neutral
'If #Microsoft earnings disappoint, blame consumer PC sales -  http://t.co/edXe0xBd via @cnet"',neutral
'#RIM should really take an in debt look at #Google´s strategy... They released the #NDK for #Icecreamsandwich 3 HOURS after release. #ics"',positive
'Anyone seen this? If your brand needs to track #SEO keyword landing through to a conversion, well #Google just capped â€¦http://t.co/g4coBopL"',neutral
'RT @jeffbullas: Twitter Reveals Itâ€™s Latest Growth Numbers http://t.co/SujtK4fS #Twitter #SMM #SocialMedia"',neutral
'#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/E8dCQo7s"',neutral
'RT @ZDNet: #Google steps up its privacy game & launches Search Encryption #GoodToKnow privacy & personal data control http://t.co/t05c34yY"',neutral
'Omni Touch Screen System: going beyond the ""touch screens"" http://t.co/aROkfnOS  #Featured #Tech&amp;Gadgets #Microsoft #Omnitouch"',neutral
'The folks at @apple are awesome! So glad I a #mactard"',neutral
'@Apple, #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix."',negative
'Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/Ja9sEesh #neowin"',neutral
'I am crazy about #iOS5 . The photo cropping is the best! @apple"',positive
'@apple not happy with Apple today. I did the suggested software update and now nothing works!!!"',negative
'The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google"',negative
'#so #society #network #google #empowerment http://t.co/bYn1njee notes #Facebook should not be taken lightly"',neutral
'...now with Siri were talking to our iPhones... how will we ever know if people are really truly crazy? :P ',neutral
'#goodmourning #twitter"',neutral
'RT @FucknWithFatty: #Twitter needs to get their shit together cause they fucking up! I´m not getting my RT´s or mentions. -______________-"',negative
'twitter people when someone blocks u can they see ur twitts direct to them? #twitter"',neutral
'Microsoft bitchslaps VMware in new paper - #Microsoft calls out #VMware for bogus benchmark numbers - http://t.co/dBsMa1Pb"',neutral
'RT @technabob: Using a #Touchscreen Through Your Pocket Made Possible by #Microsoft #PocketTouch: Have youâ€¦ http://t.co/PJpFeyTF"',neutral
'1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail"',negative
'Watching podcast of Steve Jobs & Bill Gates at 07 D5. Gates sucks at tech predictions! All talk #Apple #Microsoft"',negative
'#Twitter timeline and mentions up the shit :("',negative
'RT @fucktec: #Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices, too) http://t.co/RajAK9P2"',neutral
'@RIM to release new generation of phones in the new year to contend with @Apple... Hmmm."',neutral
'#Google go went gone..server issues! first time since ages...now my faith in Tech. from #RIM to #Microsoft has been completely lifted"',negative
'RT @SHlFT: dear #google & #samsung... learn some presentation 101 first. please."',negative
'Hugo is buddies with 50 Cent? #google #android"',neutral
'Is #Nokia chief executive a #Microsoft mole? http://t.co/jkOTcrMb',negative
'the announcement is in hong kong....... gotcha #icecreamsandwhich #android #galaxynexus #mynextphone #google #ics #droid"',neutral
'RT @gdcurry: Really @Apple?  What have you done to my iTunes now?  I can´t click on Music, Movies, TV Shows, or any playlists. I get a l ..."',negative
'Motorola Droid Razr vs. Samsung Galaxy Nexus (chart) - CNET (blog) http://t.co/oRkTnT7R #nexus #one #google"',neutral
'When I´m about to tweet something and I cant remember how to spell I go straight to #Google"',positive
'Ballmer mocks Android, promises a â€œbunch of newâ€? Nokia Windows Phones next week [video] http://t.co/euPPhD1w #microsoft #windows"',neutral
'Ok, so it was a lion and not a leopard. Too much upgrading this weekend. @apple"',neutral
'Bout to tweet about tweeting #twitter #Seahawkswag"',neutral
'@cpmorris congrats on joining #twitter"',neutral
'@95hm You can directly share your #Facebook photos on #Twitter with http://t.co/wYD5RnxN"',neutral
'Video card on @Kimaris workstation died after just six months. So long @hp. Hello @apple."',positive
'Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook"',neutral
'Well we should knw that this isnt the app from #google unlike #Apple."',neutral
'Who are the top folks on #Google+? See this tag cloud: http://t.co/rp7LSoEE via',neutral
'Loving these names. ""@Google Chases @Apple With Ice Cream Sandwich"" - http://t.co/u3LchmGD #mobile"',neutral
'@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?"',neutral
'When I say I´m going to bed that really means I´m gonna sit on twitter for 30 min then go to bed! #Twitter&lt;3"',positive
'#SEO #backlinks #google #index Free Tool http://t.co/1tTp1axq"',neutral
'www.geoloco.tv - #Geoloco, future of tech, brands, ads in location revolution - 11-3 San Francisco - keynotes #Google, #Facebook, #Starbucks"',neutral
'RT @NeowinFeed: Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/l5uNInSW #neowin"',neutral
'Twhistler makes Twitter sing!  #twitter http://t.co/wwNZ6dx6"',neutral
'Shes a freaked out philosopher on #twitter lol girl bye"',neutral
'""#Google, Samsung unveil Ice Cream Sandwich-powered #Galaxy #Nexus"" - http://t.co/r8f0jmGY"',neutral
'Anyone know why we can only read iBooks on the iPhone and iPad? Any ideas how to read them on mac? @apple"',neutral
'been using #microsoft @office for years? well here are some tips to be more efficient that even you might not know! http://t.co/HnXvwypp"',neutral
'Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft"',positive
'@adiman_ #google #fail"',negative
'Congrats to #Microsoft´s Monica Diaz for being part of @HispanicBizMag 100 Most Influential Hispanics! http://t.co/qj9QDBhA"',neutral
'RT @DJTREBEL1: #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B"',neutral
'Would you look at that.. @SouthwestAir does @Apple style welcomes as well. http://t.co/t0TrFnk8 #customerappreciation #custserv"',neutral
'I might call it a night goodnight #twitter"',neutral
'Email with 2 line preview, offline search of any amount of emails you want. #Android4.0 #Google"',neutral
'Man #Twitter Is Gettin #BORING"',negative
'Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 18"',neutral
'""Yeh behatreen samay hay parivar honeka"" says the #microsoft #ad in hindi. Preaching family values to indians? Get a local ad agency guys"',negative
'#Android #Google Texas Instruments: â€œItâ€™s Not the Number of Cores, Itâ€™s Sophisticationâ€? http://t.co/aXDKhkb0 #DhilipSiva"',neutral
'#Microsoft shows ´touch screen´ for any surface http://t.co/X7Z87xzt"',neutral
'M´kiite #twitter Off"',neutral
'#Android #Google Ice Cream Sandwich Feature Closer Look - Resizable Widgets, Folders, Multitasking, And... http://t.co/CQCaWORD #DhilipSiva"',neutral
'Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards"',positive
'VIDEO: #Microsoft CEO Steve Ballmer talks at #Web2.0Summit about #Yahoo, Bing, and more.  http://t.co/YEAXVP1V"',neutral
'New iOS 5 update is THE BEST. iloveyou @apple"',positive
'Hitting the sack early. G-night #twitter"',neutral
'This does not bode well. After charging all night, my @Apple iPhone 4S has 25% battery after only 3hr off charger with no calls & light use"',negative
'The Ice Cream Sandwich presentation was very buggy, however 4.0 looks much more promising than expected.  #Android #GalaxyNexus #Google"',neutral
'Gee, I can´t imagine that the maps app graphic from this Samsung website will help their court cases vs. @Apple: http://t.co/PmanMoAh"',neutral
'#Google #Galaxy #Nexus, Miam !',neutral
'I´m givin´ this stupid @apple reserve system 2daysâ€¦ If I cant get reservation, I´ll never buy any Apple productsâ€¦ (yup I hate contracts)"',negative
'Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what´s new from Android http://t.co/qD1bqVm8"',neutral
'RT @Apple We destroying you next RT @therealterica: Duh #TeamAndroid RT @JuanHustle I got a feeling we living in the last days of Blackberry"',neutral
'RT @Gaabisfc_: My #twitter age is 219 days 12 hours 26 minutes 28 seconds. Find out yours at http://t.co/eOCFm1kD #twittertime"',neutral
'RT @edatpost: Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn"',neutral
'#Microsoft delivers developer preview of Roslyn compiler as a service http://t.co/5yup4iMK"',neutral
'RT @lcashdol: Too bad #google didn´t have a tribute graphic for #DennisRitchie."',neutral
'#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extendedâ€¦ http://t.co/NWLalDdd"',neutral
'Today I was introduced as BigDealDawson at #LGFW !  O #twitter and #social media I love you! Teehee xx"',positive
